"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0018634";"alpha-pinene monooxygenase [NADH] activi...";10;1;0,15;"0.1441";"0.1441"
"GO:0018635";"(R)-limonene 1,2-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018636";"phenanthrene 9,10-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018637";"1-hydroxy-2-naphthoate hydroxylase activ...";10;1;0,15;"0.1441";"0.1441"
"GO:0018638";"toluene 4-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018639";"xylene monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018640";"dibenzothiophene monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018641";"6-hydroxy-3-methyl-2-oxo-1,2-dihydroquin...";10;1;0,15;"0.1441";"0.1441"
"GO:0018642";"chlorophenol 4-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018643";"carbon disulfide oxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018644";"toluene 2-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018646";"1-hydroxy-2-oxolimonene 1,2-monooxygenas...";10;1;0,15;"0.1441";"0.1441"
"GO:0018647";"phenanthrene 1,2-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018648";"methanesulfonate monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018649";"tetrahydrofuran hydroxylase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018650";"styrene monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018651";"toluene-4-sulfonate monooxygenase activi...";10;1;0,15;"0.1441";"0.1441"
"GO:0018652";"toluene-sulfonate methyl-monooxygenase a...";10;1;0,15;"0.1441";"0.1441"
"GO:0018653";"3-methyl-2-oxo-1,2-dihydroquinoline 6-mo...";10;1;0,15;"0.1441";"0.1441"
"GO:0018654";"2-hydroxy-phenylacetate hydroxylase acti...";10;1;0,15;"0.1441";"0.1441"
"GO:0018655";"2-oxo-delta3-4,5,5-trimethylcyclopenteny...";10;1;0,15;"0.1441";"0.1441"
"GO:0018656";"phenanthrene 3,4-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0018657";"toluene 3-monooxygenase activity";10;1;0,15;"0.1441";"0.1441"
"GO:0019113";"limonene monooxygenase activity";10;1;0,15;"0.1441";"1.0000"
"GO:0043719";"2-octaprenyl-3-methyl-6-methoxy-1,4-benz...";10;1;0,15;"0.1441";"0.1441"
"GO:0043731";"6-hydroxynicotinate 3-monooxygenase acti...";10;1;0,15;"0.1441";"0.1441"
"GO:0016413";"O-acetyltransferase activity";11;1;0,17;"0.1574";"1.0000"
"GO:0019842";"vitamin binding";91;3;1,4;"0.1648";"1.0000"
"GO:0000907";"sulfonate dioxygenase activity";12;1;0,19;"0.1704";"0.1704"
"GO:0018602";"2,4-dichlorophenoxyacetate alpha-ketoglu...";12;1;0,19;"0.1704";"0.1704"
"GO:0043734";"DNA-N1-methyladenine dioxygenase activit...";12;1;0,19;"0.1704";"0.1704"
"GO:0016298";"lipase activity";49;2;0,76;"0.1743";"1.0000"
"GO:0016645";"oxidoreductase activity, acting on the C...";13;1;0,2;"0.1832";"1.0000"
"GO:0005351";"carbohydrate:proton symporter activity";51;2;0,79;"0.1854";"0.1854"
"GO:0005402";"carbohydrate:cation symporter activity";51;2;0,79;"0.1854";"1.0000"
"GO:0015144";"carbohydrate transmembrane transporter a...";51;2;0,79;"0.1854";"1.0000"
"GO:0015295";"solute:proton symporter activity";51;2;0,79;"0.1854";"1.0000"
"GO:0046872";"metal ion binding";827;16;12,76;"0.1934";"1.0000"
"GO:0004316";"3-oxoacyl-[acyl-carrier-protein] reducta...";14;1;0,22;"0.1959";"0.1959"
"GO:0004806";"triglyceride lipase activity";14;1;0,22;"0.1959";"0.1959"
"GO:0015293";"symporter activity";53;2;0,82;"0.1966";"1.0000"
"GO:0015294";"solute:cation symporter activity";53;2;0,82;"0.1966";"1.0000"
"GO:0043169";"cation binding";833;16;12,85;"0.2017";"1.0000"
"GO:0016881";"acid-amino acid ligase activity";15;1;0,23;"0.2083";"1.0000"
"GO:0019798";"procollagen-proline dioxygenase activity";15;1;0,23;"0.2083";"0.2083"
"GO:0030247";"polysaccharide binding";15;1;0,23;"0.2083";"1.0000"
"GO:0030248";"cellulose binding";15;1;0,23;"0.2083";"0.2083"
"GO:0031543";"peptidyl-proline dioxygenase activity";15;1;0,23;"0.2083";"1.0000"
"GO:0008374";"O-acyltransferase activity";16;1;0,25;"0.2206";"1.0000"
"GO:0004190";"aspartic-type endopeptidase activity";17;1;0,26;"0.2327";"0.2327"
"GO:0015462";"ABC-type protein transporter activity";17;1;0,26;"0.2327";"0.2327"
"GO:0017116";"single-stranded DNA helicase activity";17;1;0,26;"0.2327";"0.2327"
"GO:0070001";"aspartic-type peptidase activity";17;1;0,26;"0.2327";"1.0000"
"GO:0008843";"endochitinase activity";18;1;0,28;"0.2445";"0.2445"
"GO:0046914";"transition metal ion binding";742;14;11,45;"0.2456";"1.0000"
"GO:0017111";"ribonucleoside triphosphate phosphatase ...";164;4;2,53;"0.2461";"0.8073"
"GO:0052689";"carboxylic ester hydrolase activity";63;2;0,97;"0.2538";"1.0000"
"GO:0003678";"DNA helicase activity";19;1;0,29;"0.2562";"1.0000"
"GO:0140657";"ATP-dependent activity";222;5;3,43;"0.2568";"1.0000"
"GO:0008080";"N-acetyltransferase activity";65;2;1;"0.2653";"0.2653"
"GO:0015291";"secondary active transmembrane transport...";66;2;1,02;"0.2710";"1.0000"
"GO:0008186";"ATP-dependent activity, acting on RNA";21;1;0,32;"0.2791";"0.2791"
"GO:0008238";"exopeptidase activity";21;1;0,32;"0.2791";"1.0000"
"GO:0008422";"beta-glucosidase activity";21;1;0,32;"0.2791";"0.2791"
"GO:0019239";"deaminase activity";21;1;0,32;"0.2791";"1.0000"
"GO:0015020";"glucuronosyltransferase activity";22;1;0,34;"0.2903";"0.2903"
"GO:0016410";"N-acyltransferase activity";71;2;1,1;"0.2998";"1.0000"
"GO:0008320";"protein transmembrane transporter activi...";24;1;0,37;"0.3121";"1.0000"
"GO:0015450";"protein-transporting ATPase activity";24;1;0,37;"0.3121";"1.0000"
"GO:0022884";"macromolecule transmembrane transporter ...";24;1;0,37;"0.3121";"1.0000"
"GO:0140318";"protein transporter activity";24;1;0,37;"0.3121";"1.0000"
"GO:0016705";"oxidoreductase activity, acting on paire...";128;3;1,97;"0.3163";"1.0000"
"GO:0016462";"pyrophosphatase activity";190;4;2,93;"0.3369";"1.0000"
"GO:0004620";"phospholipase activity";27;1;0,42;"0.3437";"1.0000"
"GO:0016628";"oxidoreductase activity, acting on the C...";27;1;0,42;"0.3437";"1.0000"
"GO:0016706";"2-oxoglutarate-dependent dioxygenase act...";28;1;0,43;"0.3538";"1.0000"
"GO:0016846";"carbon-sulfur lyase activity";28;1;0,43;"0.3538";"0.3538"
"GO:0016817";"hydrolase activity, acting on acid anhyd...";195;4;3,01;"0.3547";"1.0000"
"GO:0016818";"hydrolase activity, acting on acid anhyd...";195;4;3,01;"0.3547";"1.0000"
"GO:0008233";"peptidase activity";137;3;2,11;"0.3547";"1.0000"
"GO:0016903";"oxidoreductase activity, acting on the a...";32;1;0,49;"0.3931";"1.0000"
"GO:0010181";"FMN binding";33;1;0,51;"0.4025";"0.4025"
"GO:0015926";"glucosidase activity";34;1;0,52;"0.4118";"1.0000"
"GO:0015078";"proton transmembrane transporter activit...";91;2;1,4;"0.4120";"1.0000"
"GO:0008094";"ATP-dependent activity, acting on DNA";38;1;0,59;"0.4475";"1.0000"
"GO:0042625";"ATPase-coupled ion transmembrane transpo...";38;1;0,59;"0.4475";"0.4475"
"GO:0043167";"ion binding";1535;24;23,68;"0.5135";"1.0000"
"GO:0008194";"UDP-glycosyltransferase activity";47;1;0,73;"0.5203";"1.0000"
"GO:0051213";"dioxygenase activity";47;1;0,73;"0.5203";"1.0000"
"GO:0016879";"ligase activity, forming carbon-nitrogen...";53;1;0,82;"0.5635";"1.0000"
"GO:0030170";"pyridoxal phosphate binding";60;1;0,93;"0.6091";"0.6091"
"GO:0070279";"vitamin B6 binding";60;1;0,93;"0.6091";"1.0000"
"GO:0016788";"hydrolase activity, acting on ester bond...";271;4;4,18;"0.6097";"0.7481"
"GO:0004175";"endopeptidase activity";68;1;1,05;"0.6554";"1.0000"
"GO:0016627";"oxidoreductase activity, acting on the C...";68;1;1,05;"0.6554";"1.0000"
"GO:0005524";"ATP binding";496;7;7,65;"0.6571";"0.6571"
"GO:0008757";"S-adenosylmethionine-dependent methyltra...";69;1;1,06;"0.6608";"1.0000"
"GO:0032559";"adenyl ribonucleotide binding";499;7;7,7;"0.6635";"1.0000"
"GO:0030554";"adenyl nucleotide binding";500;7;7,71;"0.6656";"1.0000"
"GO:0016709";"oxidoreductase activity, acting on paire...";70;1;1,08;"0.6661";"1.0000"
"GO:0016853";"isomerase activity";72;1;1,11;"0.6765";"1.0000"
"GO:0036094";"small molecule binding";853;12;13,16;"0.6877";"1.0000"
"GO:0003700";"DNA-binding transcription factor activit...";300;4;4,63;"0.6901";"0.6901"
"GO:0016758";"hexosyltransferase activity";75;1;1,16;"0.6915";"1.0000"
"GO:0008270";"zinc ion binding";582;8;8,98;"0.6919";"0.6919"
"GO:0140110";"transcription regulator activity";305;4;4,71;"0.7028";"1.0000"
"GO:0016791";"phosphatase activity";82;1;1,27;"0.7239";"1.0000"
"GO:0032553";"ribonucleotide binding";615;8;9,49;"0.7514";"1.0000"
"GO:0050660";"flavin adenine dinucleotide binding";89;1;1,37;"0.7529";"0.7529"
"GO:0097367";"carbohydrate derivative binding";621;8;9,58;"0.7613";"1.0000"
"GO:0043168";"anion binding";766;10;11,82;"0.7676";"1.0000"
"GO:0008168";"methyltransferase activity";93;1;1,43;"0.7681";"1.0000"
"GO:0004386";"helicase activity";98;1;1,51;"0.7858";"1.0000"
"GO:0097159";"organic cyclic compound binding";1533;21;23,65;"0.7885";"1.0000"
"GO:1901363";"heterocyclic compound binding";1533;21;23,65;"0.7885";"1.0000"
"GO:0016757";"glycosyltransferase activity";103;1;1,59;"0.8022";"1.0000"
"GO:0016741";"transferase activity, transferring one-c...";104;1;1,6;"0.8053";"1.0000"
"GO:0035639";"purine ribonucleoside triphosphate bindi...";579;7;8,93;"0.8079";"1.0000"
"GO:0032555";"purine ribonucleotide binding";582;7;8,98;"0.8123";"1.0000"
"GO:0017076";"purine nucleotide binding";586;7;9,04;"0.8180";"1.0000"
"GO:0016810";"hydrolase activity, acting on carbon-nit...";111;1;1,71;"0.8258";"1.0000"
"GO:0004674";"protein serine/threonine kinase activity";112;1;1,73;"0.8286";"0.8286"
"GO:0140097";"catalytic activity, acting on DNA";116;1;1,79;"0.8392";"1.0000"
"GO:0005488";"binding";2311;32;35,66;"0.8436";"1.0000"
"GO:0042578";"phosphoric ester hydrolase activity";120;1;1,85;"0.8491";"1.0000"
"GO:0000166";"nucleotide binding";762;9;11,76;"0.8547";"1.0000"
"GO:1901265";"nucleoside phosphate binding";762;9;11,76;"0.8547";"1.0000"
"GO:0016740";"transferase activity";837;10;12,91;"0.8573";"0.9409"
"GO:0004672";"protein kinase activity";142;1;2,19;"0.8940";"1.0000"
"GO:0016874";"ligase activity";154;1;2,38;"0.9126";"1.0000"
"GO:0016616";"oxidoreductase activity, acting on the C...";158;1;2,44;"0.9180";"1.0000"
"GO:0140096";"catalytic activity, acting on a protein";531;5;8,19;"0.9256";"1.0000"
"GO:0016829";"lyase activity";175;1;2,7;"0.9377";"1.0000"
"GO:0003677";"DNA binding";388;3;5,99;"0.9465";"0.9465"
"GO:0003676";"nucleic acid binding";735;7;11,34;"0.9511";"0.8248"
"GO:0016773";"phosphotransferase activity, alcohol gro...";198;1;3,06;"0.9571";"1.0000"
"GO:0016614";"oxidoreductase activity, acting on CH-OH...";203;1;3,13;"0.9605";"1.0000"
"GO:0016301";"kinase activity";214;1;3,3;"0.9670";"1.0000"
"GO:0016772";"transferase activity, transferring phosp...";317;1;4,89;"0.9940";"1.0000"
"GO:0140640";"catalytic activity, acting on a nucleic ...";322;1;4,97;"0.9945";"1.0000"
"GO:0005515";"protein binding";352;1;5,43;"0.9967";"0.9967"
"GO:0003674";"molecular_function";4472;69;69;"1.0000";"1.0000"
"GO:0000009";"alpha-1,6-mannosyltransferase activity";25;0;0,39;"1.0000";"1.0000"
"GO:0000026";"alpha-1,2-mannosyltransferase activity";21;0;0,32;"1.0000";"1.0000"
"GO:0000030";"mannosyltransferase activity";32;0;0,49;"1.0000";"1.0000"
"GO:0000033";"alpha-1,3-mannosyltransferase activity";20;0;0,31;"1.0000";"1.0000"
"GO:0000036";"acyl carrier activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000049";"tRNA binding";3;0;0,05;"1.0000";"1.0000"
"GO:0000062";"fatty-acyl-CoA binding";2;0;0,03;"1.0000";"1.0000"
"GO:0000104";"succinate dehydrogenase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0000107";"imidazoleglycerol-phosphate synthase act...";7;0;0,11;"1.0000";"1.0000"
"GO:0000121";"glycerol-1-phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000140";"acylglycerone-phosphate reductase activi...";4;0;0,06;"1.0000";"1.0000"
"GO:0000155";"phosphorelay sensor kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0000156";"phosphorelay response regulator activity";13;0;0,2;"1.0000";"1.0000"
"GO:0000175";"3'-5'-exoribonuclease activity";13;0;0,2;"1.0000";"1.0000"
"GO:0000179";"rRNA (adenine-N6,N6-)-dimethyltransferas...";13;0;0,2;"1.0000";"1.0000"
"GO:0000210";"NAD+ diphosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000213";"tRNA-intron endonuclease activity";3;0;0,05;"1.0000";"1.0000"
"GO:0000215";"tRNA 2'-phosphotransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000224";"peptide-N4-(N-acetyl-beta-glucosaminyl)a...";1;0;0,02;"1.0000";"1.0000"
"GO:0000225";"N-acetylglucosaminylphosphatidylinositol...";2;0;0,03;"1.0000";"1.0000"
"GO:0000246";"delta24(24-1) sterol reductase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000247";"C-8 sterol isomerase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0000250";"lanosterol synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000252";"C-3 sterol dehydrogenase (C-4 sterol dec...";21;0;0,32;"1.0000";"1.0000"
"GO:0000253";"3-keto sterol reductase activity";20;0;0,31;"1.0000";"1.0000"
"GO:0000254";"C-4 methylsterol oxidase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0000257";"nitrilase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0000285";"1-phosphatidylinositol-3-phosphate 5-kin...";1;0;0,02;"1.0000";"1.0000"
"GO:0000287";"magnesium ion binding";25;0;0,39;"1.0000";"1.0000"
"GO:0000293";"ferric-chelate reductase activity";10;0;0,15;"1.0000";"1.0000"
"GO:0000298";"endopolyphosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0000334";"3-hydroxyanthranilate 3,4-dioxygenase ac...";1;0;0,02;"1.0000";"1.0000"
"GO:0000700";"mismatch base pair DNA N-glycosylase act...";5;0;0,08;"1.0000";"1.0000"
"GO:0000701";"purine-specific mismatch base pair DNA N...";5;0;0,08;"1.0000";"1.0000"
"GO:0000702";"oxidized base lesion DNA N-glycosylase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0000774";"adenyl-nucleotide exchange factor activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0000810";"diacylglycerol diphosphate phosphatase a...";6;0;0,09;"1.0000";"1.0000"
"GO:0001653";"peptide receptor activity";2;0;0,03;"1.0000";"1.0000"
"GO:0001671";"ATPase activator activity";2;0;0,03;"1.0000";"1.0000"
"GO:0001727";"lipid kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0001760";"aminocarboxymuconate-semialdehyde decarb...";1;0;0,02;"1.0000";"1.0000"
"GO:0001962";"alpha-1,3-galactosyltransferase activity";20;0;0,31;"1.0000";"1.0000"
"GO:0002094";"polyprenyltransferase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003682";"chromatin binding";7;0;0,11;"1.0000";"1.0000"
"GO:0003684";"damaged DNA binding";8;0;0,12;"1.0000";"1.0000"
"GO:0003689";"DNA clamp loader activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003690";"double-stranded DNA binding";8;0;0,12;"1.0000";"1.0000"
"GO:0003697";"single-stranded DNA binding";1;0;0,02;"1.0000";"1.0000"
"GO:0003711";"transcription elongation factor activity";3;0;0,05;"1.0000";"1.0000"
"GO:0003712";"transcription coregulator activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003713";"transcription coactivator activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003720";"telomerase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003723";"RNA binding";84;0;1,3;"1.0000";"1.0000"
"GO:0003724";"RNA helicase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003735";"structural constituent of ribosome";101;0;1,56;"1.0000";"1.0000"
"GO:0003743";"translation initiation factor activity";17;0;0,26;"1.0000";"1.0000"
"GO:0003746";"translation elongation factor activity";6;0;0,09;"1.0000";"1.0000"
"GO:0003747";"translation release factor activity";4;0;0,06;"1.0000";"1.0000"
"GO:0003755";"peptidyl-prolyl cis-trans isomerase acti...";15;0;0,23;"1.0000";"1.0000"
"GO:0003756";"protein disulfide isomerase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003774";"cytoskeletal motor activity";18;0;0,28;"1.0000";"1.0000"
"GO:0003777";"microtubule motor activity";13;0;0,2;"1.0000";"1.0000"
"GO:0003779";"actin binding";15;0;0,23;"1.0000";"1.0000"
"GO:0003796";"lysozyme activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003825";"alpha,alpha-trehalose-phosphate synthase...";1;0;0,02;"1.0000";"1.0000"
"GO:0003830";"beta-1,4-mannosylglycoprotein 4-beta-N-a...";1;0;0,02;"1.0000";"1.0000"
"GO:0003838";"sterol 24-C-methyltransferase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0003841";"1-acylglycerol-3-phosphate O-acyltransfe...";1;0;0,02;"1.0000";"1.0000"
"GO:0003842";"1-pyrroline-5-carboxylate dehydrogenase ...";1;0;0,02;"1.0000";"1.0000"
"GO:0003843";"1,3-beta-D-glucan synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0003844";"1,4-alpha-glucan branching enzyme activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0003845";"11-beta-hydroxysteroid dehydrogenase [NA...";1;0;0,02;"1.0000";"1.0000"
"GO:0003846";"2-acylglycerol O-acyltransferase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0003847";"1-alkyl-2-acetylglycerophosphocholine es...";4;0;0,06;"1.0000";"1.0000"
"GO:0003848";"2-amino-4-hydroxy-6-hydroxymethyldihydro...";1;0;0,02;"1.0000";"1.0000"
"GO:0003849";"3-deoxy-7-phosphoheptulonate synthase ac...";4;0;0,06;"1.0000";"1.0000"
